fighter_name,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Avg,career_TD_Acc,career_TD_Def,career_Sub_Avg,fighter_url
Anthony Lapsley,0.53,34%,0.58,66%,0.00,0%,20%,0.0,http://www.ufcstats.com/fighter-details/f3a853544e4413c4
Gil Castillo,0.60,45%,2.22,44%,3.33,45%,50%,0.0,http://www.ufcstats.com/fighter-details/31ceaf0e670c1578
Germaine de Randamie,2.57,46%,2.00,65%,0.00,0%,65%,0.4,http://www.ufcstats.com/fighter-details/1d239d571e342453
James Toney,0.00,0%,2.41,27%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d10b35152277cf98
Jonathan Contrestano,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/06d4eb8123087123
Vincent Eazelle,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ec421d5de0aea624
Michal Martinek,2.45,53%,4.29,51%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/9acf42aebe9bb895
Bristol Marunde,1.42,21%,4.40,47%,1.60,33%,14%,0.0,http://www.ufcstats.com/fighter-details/a17322f99ddfd8e9
Vitor Ribeiro,1.00,28%,1.95,48%,1.58,26%,100%,1.2,http://www.ufcstats.com/fighter-details/a757c06bbdba61d2
Ben Saunders,3.23,50%,3.58,51%,0.20,40%,66%,1.3,http://www.ufcstats.com/fighter-details/484acc7b0f856ce9
Jerome Rivera,3.21,33%,2.60,51%,0.00,0%,40%,0.0,http://www.ufcstats.com/fighter-details/c9587d81e1d33925
Brandon Visher,2.55,45%,3.76,42%,0.67,20%,0%,0.0,http://www.ufcstats.com/fighter-details/7c4ec656d8fcb867
James Zikic,1.47,35%,1.60,44%,0.50,25%,74%,0.5,http://www.ufcstats.com/fighter-details/4b4fc3ddc307bc73
Timo Feucht,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8c21eb9fd7c4c203
Ariane da Silva,4.04,41%,3.87,53%,0.52,55%,68%,0.3,http://www.ufcstats.com/fighter-details/6551c64fbcd1a467
Paul Felder,3.70,44%,3.44,48%,0.29,28%,64%,0.2,http://www.ufcstats.com/fighter-details/e5010b1b94ca5755
Ange Loosa,5.60,44%,6.68,53%,2.41,38%,83%,0.2,http://www.ufcstats.com/fighter-details/1497e735d9f2560a
Jeremiah O'Neal,1.15,40%,7.50,23%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/338fda4ec7034c5d
Charles Radtke,3.38,53%,3.03,56%,0.59,12%,100%,0.0,http://www.ufcstats.com/fighter-details/feedf3053472fe56
Mike Rhodes,3.20,39%,4.13,64%,0.96,33%,75%,0.5,http://www.ufcstats.com/fighter-details/b7ad576b8ae115e6
Jessica Penne,2.63,33%,5.05,45%,1.29,18%,36%,0.5,http://www.ufcstats.com/fighter-details/c742287ed86a09bc
Walter Smith-Cotito,2.95,36%,3.53,68%,2.16,33%,57%,0.0,http://www.ufcstats.com/fighter-details/625b65b45c1c6888
Ramazan Kuramagomedov,11.67,67%,9.13,54%,1.00,14%,0%,0.0,http://www.ufcstats.com/fighter-details/b6a73e6f11a8835c
Jamie Pickett,2.65,47%,3.62,50%,1.26,40%,67%,0.1,http://www.ufcstats.com/fighter-details/830f60497fab345a
Matt Dixon,1.97,43%,4.56,37%,3.06,30%,0%,0.0,http://www.ufcstats.com/fighter-details/1db445a4468447d0
Sam Adkins,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/0e9869d712e81f8f
Kenneth Bergh,4.56,75%,1.27,28%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/aa8189053b3a8994
Igor Gracie,1.86,60%,0.99,50%,3.72,50%,0%,3.7,http://www.ufcstats.com/fighter-details/722b870449243083
Dave Menne,1.84,44%,1.99,42%,0.46,50%,57%,2.5,http://www.ufcstats.com/fighter-details/275cafc9de131c83
Nick Ertl,1.34,69%,1.59,41%,1.88,50%,0%,0.0,http://www.ufcstats.com/fighter-details/74061adb224be3cc
CM Punk,1.10,23%,4.87,40%,0.87,11%,0%,0.0,http://www.ufcstats.com/fighter-details/a8c9d16fe2a14d72
Steve Steinbeiss,3.92,55%,1.86,49%,0.44,50%,58%,0.0,http://www.ufcstats.com/fighter-details/0b5b6876c2a4723f
Gray Maynard,1.92,32%,2.64,66%,2.91,47%,81%,0.7,http://www.ufcstats.com/fighter-details/7d96bc577e5178b2
Harvey Park,3.77,50%,7.21,33%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/b709b534b6873744
Leonardo Morales,2.05,47%,2.05,58%,0.00,0%,62%,0.0,http://www.ufcstats.com/fighter-details/45230be0641f3f53
Kyle Jensen,0.00,0%,0.92,60%,6.92,100%,0%,6.9,http://www.ufcstats.com/fighter-details/aec273fcb765330d
Joey Gomez,3.73,49%,3.33,50%,2.00,28%,0%,0.0,http://www.ufcstats.com/fighter-details/3a28e1e641366308
Mariya Agapova,4.43,54%,3.62,52%,0.55,66%,45%,0.8,http://www.ufcstats.com/fighter-details/a08ddd04eaffd81d
Nate Quarry,4.96,44%,2.80,66%,0.25,33%,60%,0.0,http://www.ufcstats.com/fighter-details/52cae54377b433b7
Nohelin Hernandez,1.32,34%,2.63,52%,0.71,50%,37%,0.0,http://www.ufcstats.com/fighter-details/f97c5433c77522d3
Nikk Covert,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/400c7b43c86d27d3
Taila Santos,3.39,48%,2.64,58%,2.00,76%,86%,1.1,http://www.ufcstats.com/fighter-details/f7467152fd9f18a2
Jacob Noe,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/9bff1b4c37ebbede
Victoria Leonardo,3.22,38%,4.81,47%,1.57,27%,71%,0.0,http://www.ufcstats.com/fighter-details/9dedfdd91070ddd8
Jacqueline Cavalcanti,6.02,49%,3.22,72%,0.00,0%,90%,0.0,http://www.ufcstats.com/fighter-details/e3964ece586e0635
Lucas Fernando,1.87,51%,4.73,38%,3.00,30%,0%,1.0,http://www.ufcstats.com/fighter-details/3df223aeaacecf3f
Pete Rogers Jr.,0.66,15%,1.71,65%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/36f3d235493d35ad
Ron Keslar,0.00,0%,2.05,60%,0.00,0%,100%,7.7,http://www.ufcstats.com/fighter-details/b84f34b425dfd24b
George Stork,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/61dd409cb40d1a55
Shinsho Anzai,3.23,58%,3.75,45%,1.83,16%,75%,0.0,http://www.ufcstats.com/fighter-details/4665f9f909cd7214
Jon Jones,4.38,58%,2.24,64%,1.89,45%,95%,0.5,http://www.ufcstats.com/fighter-details/07f72a2a7591b409
Luke Stewart,3.75,56%,2.34,53%,3.75,33%,50%,1.9,http://www.ufcstats.com/fighter-details/27b1a406ac171b19
Randa Markos,2.97,43%,3.10,58%,1.12,28%,52%,0.2,http://www.ufcstats.com/fighter-details/4a57ebb14315b251
Edimilson Souza,4.65,44%,2.91,58%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/6c7020b859c7a3ce
Kyron Bowen,2.73,57%,2.05,40%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5488b3c67600333a
Augusto Sakai,4.60,49%,3.83,48%,0.23,40%,56%,0.0,http://www.ufcstats.com/fighter-details/441eacbe20e0e80b
Stoney Hale,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/206a7d47eb62170e
Chase Gormley,3.60,42%,6.03,44%,3.12,42%,0%,1.0,http://www.ufcstats.com/fighter-details/052ceb8976695342
Rhadi Ferguson,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/15f4550e017f6c7d
Daisuke Nakamura,0.94,30%,1.38,61%,0.46,40%,30%,3.6,http://www.ufcstats.com/fighter-details/a196332ee4aa8a82
Chan-Mi Jeon,6.23,31%,7.77,55%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/24174a3f44ce8e03
Nobuhiro Obiya,0.63,28%,2.53,55%,0.50,50%,41%,0.5,http://www.ufcstats.com/fighter-details/6e3282d57d2467a0
Wade Shipp,4.29,86%,2.14,0%,0.00,0%,75%,0.0,http://www.ufcstats.com/fighter-details/a9a314cc77d90b6e
Priscila Cachoeira,3.76,44%,7.03,43%,0.15,33%,65%,0.0,http://www.ufcstats.com/fighter-details/b1e5bcaad32a3cac
Mackens Semerzier,2.91,45%,3.48,46%,2.14,50%,50%,2.1,http://www.ufcstats.com/fighter-details/51b1e2fd9872005b
Juan Puerta,1.27,39%,1.27,67%,1.00,100%,0%,0.0,http://www.ufcstats.com/fighter-details/fdba548aff9763d9
Mark Climaco,4.13,59%,2.90,57%,3.50,36%,46%,0.0,http://www.ufcstats.com/fighter-details/60098849c703e389
Josh Copeland,1.03,31%,3.01,55%,0.00,0%,57%,0.0,http://www.ufcstats.com/fighter-details/3aa794cbe1e3484b
Gian Villante,4.38,44%,5.47,55%,0.45,23%,83%,0.0,http://www.ufcstats.com/fighter-details/fcd448a2fe1a23cc
Anton Berzin,4.40,46%,6.80,67%,2.00,28%,0%,1.0,http://www.ufcstats.com/fighter-details/8ba8e8d7eafa7267
Marcin Tybura,3.57,49%,3.26,55%,1.42,33%,77%,0.1,http://www.ufcstats.com/fighter-details/c9cf753cfdf77fc2
Nick Diaz,5.71,42%,3.84,59%,1.28,32%,60%,1.0,http://www.ufcstats.com/fighter-details/f57a8a52ca401ed9
Oluwale Bamgbose,2.45,48%,2.70,55%,0.94,33%,37%,0.0,http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c
Asbel Cancio,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2a7afe14b3a0a058
Masakatsu Funaki,1.82,68%,2.92,35%,0.00,0%,0%,5.5,http://www.ufcstats.com/fighter-details/aa3153a9941b4d44
Kiril Sidelnikov,2.87,28%,4.48,61%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/cf772fb504842dc3
Karl Roberson,2.57,51%,2.42,57%,0.72,40%,40%,0.5,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5
Carl Toomey,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5ee87e0432205755
Sarah D'alelio,2.40,33%,0.00,100%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/ac45450f75d14f16
Kevin Szaflarski,1.13,28%,8.07,30%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d2d05dda5f887f87
Torrance Taylor,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/88e53ec16b801740
Joey Gomez,2.44,28%,4.46,55%,0.62,100%,50%,0.0,http://www.ufcstats.com/fighter-details/0778f94eb5d588a5
Walel Watson,2.10,29%,3.79,43%,0.00,0%,61%,1.4,http://www.ufcstats.com/fighter-details/92aafa8f4b26269b
Artem Lobov,3.52,41%,4.82,50%,0.39,25%,52%,0.0,http://www.ufcstats.com/fighter-details/02f2a9702ba3d167
Yuri Panferov,2.33,52%,0.91,41%,0.00,0%,36%,0.0,http://www.ufcstats.com/fighter-details/36d811b015635b67
Brian Ebersole,2.32,49%,2.14,56%,1.70,23%,61%,0.1,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267
Vik Grujic,2.24,48%,3.39,41%,1.18,33%,26%,0.4,http://www.ufcstats.com/fighter-details/1e7483dbff40b84b
DaMarques Johnson,2.11,37%,3.75,51%,1.18,55%,19%,0.7,http://www.ufcstats.com/fighter-details/322a56923b396b4d
Gisele Moreira,5.93,42%,6.33,48%,4.00,57%,0%,0.0,http://www.ufcstats.com/fighter-details/6a125ba3ec37e27e
Lukasz Les,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5a8e30ed38a5bc6f
John Hathaway,3.40,40%,1.80,62%,2.61,43%,60%,0.9,http://www.ufcstats.com/fighter-details/28f3c2258a1d8874
Derek Brunson,3.51,47%,3.05,51%,3.14,33%,85%,0.6,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
Antonio McKee,1.37,45%,0.74,74%,1.47,33%,57%,0.0,http://www.ufcstats.com/fighter-details/3414b50b08a10600
Raquel Pennington,4.10,49%,3.32,61%,0.83,27%,62%,0.6,http://www.ufcstats.com/fighter-details/fc169c387b4b465d
Ricky Camp,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4a99978a0366bb29
Kevin Vallejos,6.85,51%,5.81,55%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/239d8e5359022f3b
Jaime Alvarez,2.73,40%,4.53,56%,1.00,33%,50%,0.0,http://www.ufcstats.com/fighter-details/4438482bd1d5a029
Jose Alday,3.13,44%,3.13,58%,0.00,0%,57%,0.0,http://www.ufcstats.com/fighter-details/7460ddef986d3144
Askar Askar,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2abc414136504554
Lyman Good,5.34,48%,4.01,63%,0.27,100%,75%,0.0,http://www.ufcstats.com/fighter-details/4e0692ad070976e4
John Donaldson,1.21,23%,4.22,51%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1c610f900f9884ab
Demetrious Johnson,3.43,54%,1.66,67%,3.35,56%,65%,0.5,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57
Mayana Kellem,1.94,22%,2.90,62%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c788481ae19e798d
Godofredo Pepey,2.32,38%,3.23,47%,0.37,7%,35%,1.5,http://www.ufcstats.com/fighter-details/fa37628269132d1a
Steve Kozola,3.90,39%,4.36,50%,2.34,100%,100%,0.0,http://www.ufcstats.com/fighter-details/fc36e2352dccf2a4
Josh LaBerge,2.53,36%,5.33,44%,0.00,0%,71%,0.0,http://www.ufcstats.com/fighter-details/5108b169b5fe1f86
Ivan Jorge,3.41,49%,2.91,59%,1.56,16%,75%,0.6,http://www.ufcstats.com/fighter-details/19db7ac26308178f
Matt Lucas,1.27,48%,3.93,40%,1.00,10%,0%,0.0,http://www.ufcstats.com/fighter-details/668222c99c5c311d
Geraldo de Freitas,3.67,52%,2.62,50%,3.00,45%,59%,0.0,http://www.ufcstats.com/fighter-details/9cfbfae5fa1fdd93
Luke Cummo,1.74,43%,1.50,59%,0.89,55%,42%,1.4,http://www.ufcstats.com/fighter-details/93ce4ac89e3d7652
Marcin Wrzosek,3.47,43%,4.07,43%,3.00,25%,33%,0.0,http://www.ufcstats.com/fighter-details/aac6edb0d5e0b7e9
Philip De Fries,2.30,47%,3.00,37%,3.29,42%,100%,0.6,http://www.ufcstats.com/fighter-details/6ef65b6a152e49d5
Per Eklund,2.07,61%,2.38,67%,2.07,11%,50%,3.6,http://www.ufcstats.com/fighter-details/58bc81376286b3d3
Joe Veres,0.00,0%,5.55,27%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c6d8ae3b016d5ad5
Gregory Bouchelaghem,0.27,21%,1.53,36%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/59851163aaf1aed8
Kazuyuki Miyata,2.04,52%,1.82,63%,4.31,46%,68%,0.0,http://www.ufcstats.com/fighter-details/af70d268e5352186
Koichiro Matsumoto,1.90,26%,3.50,31%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2fb6f197d1fbc779
Joe Riggs,2.41,51%,1.69,57%,2.45,55%,62%,0.6,http://www.ufcstats.com/fighter-details/d512d9f204059f57
Vladimir Matyushenko,1.90,44%,1.62,59%,3.25,46%,70%,0.1,http://www.ufcstats.com/fighter-details/ccdd90bd1fc7dab6
Joe Martin,0.73,40%,2.40,45%,0.00,0%,16%,0.0,http://www.ufcstats.com/fighter-details/325550dab63fb25a
Paul Creighton,0.72,75%,4.65,30%,5.37,37%,0%,0.0,http://www.ufcstats.com/fighter-details/ed73c85164a5f5a4
Eiji Ishikawa,1.20,29%,4.07,60%,1.00,9%,0%,0.0,http://www.ufcstats.com/fighter-details/eb89dc31949a1427
James Barnes,0.57,34%,3.02,39%,1.08,16%,40%,0.0,http://www.ufcstats.com/fighter-details/c06a5c95f1169c0b
Fabio Mello,0.86,35%,3.94,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8a028648f3f0761d
Cole Escovedo,1.77,43%,4.32,49%,0.43,33%,13%,0.0,http://www.ufcstats.com/fighter-details/5df17b3620145578
Lucas Rocha,2.00,44%,4.48,39%,0.00,0%,61%,0.0,http://www.ufcstats.com/fighter-details/e0d3d9b564f95635
John Salgado,0.99,50%,1.86,40%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/3e36811b7bc1f6ad
Joaquim Silva,3.66,43%,4.53,53%,0.39,50%,69%,0.8,http://www.ufcstats.com/fighter-details/ae7fe94f117f98cf
Kaik Brito,2.80,38%,3.87,55%,0.00,0%,55%,2.0,http://www.ufcstats.com/fighter-details/b07f14fc0e53f8bd
Kevin Jousset,6.61,51%,6.49,50%,0.69,40%,100%,0.3,http://www.ufcstats.com/fighter-details/dda15dbfafb792df
Ryan Madigan,0.00,0%,3.35,47%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a8d521d913df4e31
Quinn Mulhern,1.48,28%,2.09,51%,1.36,20%,33%,0.0,http://www.ufcstats.com/fighter-details/16af2d5a6f28bee2
KB Bhullar,4.31,49%,5.39,45%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/9cd047a828dd7515
Taylor Moore,0.20,75%,2.07,42%,0.00,0%,25%,0.0,http://www.ufcstats.com/fighter-details/26927dab41dbd5fc
Andre Muniz,1.97,50%,1.99,54%,4.23,50%,35%,1.2,http://www.ufcstats.com/fighter-details/886264a0c9f4ea5e
Ben Reiter,1.80,46%,1.53,54%,7.00,43%,0%,0.0,http://www.ufcstats.com/fighter-details/ee7b7768a4e6dc45
Joe Taimanglo,4.18,42%,4.55,59%,5.45,40%,100%,1.4,http://www.ufcstats.com/fighter-details/9bf126927843e184
Anthony Ruiz,2.56,64%,1.67,28%,1.43,31%,21%,0.0,http://www.ufcstats.com/fighter-details/657c21cb133f1445
Jenel Lausa,1.44,42%,3.53,53%,0.55,66%,51%,0.8,http://www.ufcstats.com/fighter-details/ec664422b22d9787
Alessio Di Chirico,3.32,39%,3.44,61%,1.46,39%,83%,0.0,http://www.ufcstats.com/fighter-details/77d7295d1b22c694
Gary Tapusoa,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/37ac9e0f4fc86171
Yoshiaki Yatsu,0.00,0%,5.57,48%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/620be7e0712d431b
Ramiro Hernandez,2.72,28%,5.51,64%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/915c8d39d4a0e7d1
Kevin Lee,3.88,42%,3.60,50%,3.18,43%,75%,0.8,http://www.ufcstats.com/fighter-details/ee9ebceabfd16fa7
Renato Sobral,2.23,45%,1.53,57%,2.48,42%,65%,2.6,http://www.ufcstats.com/fighter-details/d468288756ae3982
Cal Worsham,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/de3ed2e152520c8d
Derrick Mehmen,1.93,14%,4.53,48%,1.00,16%,0%,0.0,http://www.ufcstats.com/fighter-details/6c7dafd03b6cc3f8
SeungGuk Choi,2.69,42%,2.69,65%,1.02,27%,74%,0.0,http://www.ufcstats.com/fighter-details/adccbc19b22e19af
Irene Aldana,5.19,39%,6.64,56%,0.15,50%,77%,0.2,http://www.ufcstats.com/fighter-details/578ef12674df1e6a
Klaudia Sygula,1.89,37%,6.00,36%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/9f5e3c20ce40b344
Chris Solomon,0.00,0%,2.80,37%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/324c7a749128df8d
Junior Albini,3.98,51%,6.08,52%,1.54,37%,100%,0.0,http://www.ufcstats.com/fighter-details/c482c8605455a213
Allan Goes,0.64,52%,1.35,41%,1.75,40%,0%,2.6,http://www.ufcstats.com/fighter-details/e62b36885ecdac27
Steven Nguyen,7.15,40%,7.36,60%,0.28,100%,84%,0.0,http://www.ufcstats.com/fighter-details/69037fc7730e4225
Phil Davis,2.85,34%,1.33,72%,2.99,38%,72%,0.6,http://www.ufcstats.com/fighter-details/902ab9197b83d0db
Hugo Govea,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2391a73686200c5d
Mike Jackson,4.49,57%,3.73,62%,0.71,33%,88%,0.0,http://www.ufcstats.com/fighter-details/0641c21bec209472
Alan Baudot,5.36,58%,4.82,46%,0.00,0%,62%,0.0,http://www.ufcstats.com/fighter-details/c9a94278df042f46
Scott Norton,0.67,30%,0.34,60%,2.52,25%,0%,0.0,http://www.ufcstats.com/fighter-details/f21a3d68fb9df387
Jason Fairn,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/adea9f0090aa8e14
Sherron Leggett,2.86,51%,2.08,47%,5.19,80%,33%,0.0,http://www.ufcstats.com/fighter-details/4f670b7972fa0a2e
Marcos Galvao,1.97,32%,3.86,61%,2.27,28%,88%,1.1,http://www.ufcstats.com/fighter-details/e15d0a2519d6a0b5
Shannon Ritch,1.00,100%,6.00,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1c7cce2f5c17160d
Masaaki Satake,1.40,35%,3.76,41%,0.00,0%,58%,0.0,http://www.ufcstats.com/fighter-details/f4a031ac205ac580
Dmitry Sosnovskiy,2.95,70%,2.53,35%,3.16,66%,100%,3.2,http://www.ufcstats.com/fighter-details/85ff1b9471d35238
Kaloyan Kolev,1.12,45%,4.49,42%,10.11,60%,0%,0.0,http://www.ufcstats.com/fighter-details/33de378ce1734638
Christian Uflacker,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/10ccf4ec9913cadc
Eiji Mitsuoka,1.49,49%,2.26,45%,2.30,36%,20%,1.6,http://www.ufcstats.com/fighter-details/2b4faacc16d66898
Josh Bennett,2.90,40%,5.80,43%,1.50,100%,100%,0.0,http://www.ufcstats.com/fighter-details/c3ac8d0da7b05772
Bubba Bush,0.63,55%,7.01,25%,2.82,50%,60%,0.0,http://www.ufcstats.com/fighter-details/132505067f08c54d
Alexandre Dantas,0.21,25%,1.87,60%,0.00,0%,0%,3.1,http://www.ufcstats.com/fighter-details/8dc46e9a7895ce1a
Kyle Daukaus,3.22,52%,2.94,42%,2.12,25%,82%,1.9,http://www.ufcstats.com/fighter-details/d6c0cdd7e467c440
Dileno Lopes,2.37,36%,3.33,53%,2.50,31%,100%,1.5,http://www.ufcstats.com/fighter-details/8270c00fae24c922
Rex Richards,17.65,58%,5.29,72%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ad23903ef3af7406
Dan Hardy,2.46,35%,3.44,51%,0.73,35%,35%,0.4,http://www.ufcstats.com/fighter-details/473ce3aa581251a2
Hong Man Choi,1.32,26%,1.46,36%,0.71,100%,84%,0.0,http://www.ufcstats.com/fighter-details/2c104b7e59a72629
Daniel Schmitt,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/bd02e222a6166d50
Brian Stann,3.28,42%,2.65,59%,0.12,12%,60%,0.3,http://www.ufcstats.com/fighter-details/579fcdfcabd23a7b
Josh San Diego,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/983e281d257c24dc
Adlan Amagov,3.29,47%,0.82,78%,5.84,56%,100%,0.0,http://www.ufcstats.com/fighter-details/1e327b281ef6a745
Willamy Freire,1.53,37%,0.93,62%,0.50,100%,73%,0.0,http://www.ufcstats.com/fighter-details/f1f37d667bcd0d27
Ariel Gandulla,1.95,23%,2.07,72%,1.88,66%,0%,0.0,http://www.ufcstats.com/fighter-details/41904fc4d3f5bffc
Hatsu Hioki,2.42,42%,2.12,65%,2.55,56%,54%,0.6,http://www.ufcstats.com/fighter-details/ef7fa30364cbe7f2
John Doyle,3.50,44%,10.51,27%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/0509b954421bb327
John Gunderson,1.04,27%,1.71,58%,1.67,33%,11%,2.0,http://www.ufcstats.com/fighter-details/a0c139b34f11421a
Wesley Little,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/008c6e1a25751575
Jeremiah Metcalf,1.74,59%,0.27,60%,4.02,66%,100%,2.0,http://www.ufcstats.com/fighter-details/5bdcbd8dd681a257
Kazuhisa Watanabe,0.62,50%,0.94,0%,0.00,0%,14%,0.0,http://www.ufcstats.com/fighter-details/951ffadfc4e917ea
JR Coughran,12.29,57%,6.80,45%,0.00,0%,75%,0.0,http://www.ufcstats.com/fighter-details/8112c9a23dccc759
Brian Geraghty,0.47,25%,9.77,36%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/15edcf67ccf5be84
Vinc Pichel,3.62,46%,3.05,55%,2.78,54%,25%,0.2,http://www.ufcstats.com/fighter-details/c77a953488e5607d
Egidijus Valavicius,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/fc1868f56d3036eb
Adin Duenas,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/cb6c45b26b0a877a
Brian Johnston,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1c3f5e85b59ec710
Jason Young,2.97,37%,3.20,50%,1.98,66%,55%,0.0,http://www.ufcstats.com/fighter-details/f59e9e49ef85b469
Molly McCann,5.39,49%,4.72,62%,1.84,36%,39%,0.5,http://www.ufcstats.com/fighter-details/51018a31ddf31eb2
Salim Touahri,2.60,46%,2.87,58%,0.00,0%,83%,0.0,http://www.ufcstats.com/fighter-details/cbf1c7ba5408a66f
Caio Borralho,3.61,60%,2.34,62%,1.56,60%,76%,0.5,http://www.ufcstats.com/fighter-details/4126a78111c0855a
Nasrat Haqparast,6.15,44%,5.65,62%,0.28,20%,84%,0.0,http://www.ufcstats.com/fighter-details/b7b84ccd221be298
Callan Potter,3.18,50%,4.72,58%,3.29,66%,100%,0.0,http://www.ufcstats.com/fighter-details/8fc9ae9c7527dfcb
Rico DiSciullo,1.71,33%,4.41,56%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ec7f7263bf36579b
Royler Gracie,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/b807814d977682eb
Alistair Overeem,3.67,64%,2.44,57%,1.42,55%,73%,0.8,http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c
Solomon Renfro,5.20,44%,3.53,61%,2.00,50%,100%,0.0,http://www.ufcstats.com/fighter-details/ce6b5b93a96dd15b
Luigi Fioravanti,2.23,42%,2.21,69%,3.76,63%,67%,0.9,http://www.ufcstats.com/fighter-details/9583662df31d943f
Louis Taylor,2.06,32%,1.24,68%,2.48,28%,100%,0.0,http://www.ufcstats.com/fighter-details/49bddfee9ed54cf3
Arman Tsarukyan,3.79,48%,1.84,53%,3.25,37%,75%,0.0,http://www.ufcstats.com/fighter-details/eae48ff31db420c2
Kyle Reyes,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/7333d6e0f6428acb
Casey O'Neill,7.89,52%,5.65,57%,1.45,34%,70%,0.7,http://www.ufcstats.com/fighter-details/04835018f90b118c
